SAMPLE	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	SAMPLE	LIBRARY	READ_GROUP
wes_40.sample_BR130	UTRs_norm	3101804739	49244280	49244280	1	65107178	65107178	56390167	1	0.866113	52392405	0.929105	5862882047	601947889	383080076	4877854082	601947889	0.168011	0.831989	0.611097	12.223712	12.665035	0.081774	0.081774	6.467053	0.100602	?	0.469622	0.249336	0.203057	0.161722	0.120592	0.084216	0.011224	15019925	-1	-1	-1	-1	-1	-1	0	0			
wes_40.sample_BR140	UTRs_norm	3101804739	49244280	49244280	1	61762142	61762142	51095444	1	0.827294	47249692	0.924734	5768324949	736675804	463654720	4567994425	736675804	0.20809	0.79191	0.613727	14.959622	15.807191	0.097307	0.097307	8.044246	0.131025	?	0.447973	0.29042	0.232696	0.189757	0.1504	0.113999	0.01929	15731466	-1	-1	-1	-1	-1	-1	0	0			
wes_4.sample_83	UTRs_norm	3101804739	49244280	49244280	1	99638962	99638962	98141143	1	0.984968	90104255	0.918109	9054695585	864486058	433424068	7756785459	864486058	0.143341	0.856659	0.66606	17.555055	18.14194	0.085903	0.085903	6.013714	0.087864	?	0.530882	0.248914	0.208686	0.177706	0.151064	0.126927	0.047256	225538590	-1	-1	-1	-1	-1	-1	0	0			
wes_4.sample_95	UTRs_norm	3101804739	49244280	49244280	1	110859304	110859304	109171682	1	0.984777	100105402	0.916954	10060747344	972032961	489945822	8598768561	972032961	0.145315	0.854685	0.664875	19.739002	20.359587	0.086814	0.086814	6.085684	0.082601	?	0.558147	0.257641	0.218648	0.188808	0.163311	0.140405	0.05792	248264588	-1	-1	-1	-1	-1	-1	0	0			
wes_5.sample_113.merged	UTRs_norm	3101804739	49244280	49244280	1	53966780	53966780	49821225	1	0.923183	45270618	0.908661	4734509381	627534876	334148540	3772825965	627534876	0.203122	0.796878	0.652538	12.743305	13.532066	0.095411	0.095411	8.348752	0.144144	?	0.356588	0.19905	0.165394	0.140102	0.117889	0.098056	0.033573	28414172	-1	-1	-1	-1	-1	-1	0	0			
wes_5.sample_114.merged	UTRs_norm	3101804739	49244280	49244280	1	60377350	60377350	55111401	1	0.912783	49587569	0.89977	5005008679	722916201	371827389	3910265089	722916201	0.21873	0.78127	0.660352	14.680207	15.486846	0.097938	0.097938	9.097913	0.132906	?	0.363653	0.199745	0.170394	0.14872	0.12971	0.112287	0.047223	29587271	-1	-1	-1	-1	-1	-1	0	0			
wes_5.sample_118.merged	UTRs_norm	3101804739	49244280	49244280	1	68021120	68021120	62101322	1	0.912971	55692845	0.896806	5570721064	795587282	403971265	4371162517	795587282	0.215333	0.784667	0.663233	16.155933	16.998343	0.096396	0.096396	8.995702	0.127892	?	0.376186	0.202892	0.174156	0.153593	0.135859	0.119689	0.056389	32676614	-1	-1	-1	-1	-1	-1	0	0			
wes_5.sample_197.merged	UTRs_norm	3101804739	49244280	49244280	1	66775484	66775484	60626219	1	0.907911	54466568	0.8984	5321860011	730793642	367137223	4223929146	730793642	0.206306	0.793694	0.66561	14.840173	15.569282	0.089514	0.089514	8.64948	0.124776	?	0.380507	0.196355	0.16768	0.14667	0.128416	0.112013	0.049467	28031467	-1	-1	-1	-1	-1	-1	0	0			
wes_5.sample_198.merged	UTRs_norm	3101804739	49244280	49244280	1	58899876	58899876	53407826	1	0.906756	47999566	0.898737	4719554489	680694016	342474515	3696385958	680694016	0.216793	0.783207	0.66528	13.822804	14.653858	0.094288	0.094288	9.084679	0.143208	?	0.347329	0.193438	0.164565	0.142863	0.124062	0.106892	0.043511	26750916	-1	-1	-1	-1	-1	-1	0	0			
wes_6.sample_120	UTRs_norm	3101804739	49244280	49244280	1	101139446	101139446	75924144	1	0.750688	67160167	0.884569	6714508201	601831561	308255754	5804420886	601831561	0.13554	0.86446	0.66129	12.22135	12.643845	0.058916	0.058916	5.645721	0.096052	?	0.526525	0.268598	0.211383	0.164481	0.121252	0.083252	0.007391	9177083	-1	-1	-1	-1	-1	-1	0	0			
wes_6.sample_121	UTRs_norm	3101804739	49244280	49244280	1	92371832	92371832	72986169	1	0.790134	64570926	0.884701	6440493890	572510124	290432001	5577551765	572510124	0.133987	0.866013	0.66344	11.625921	12.027371	0.061365	0.061365	5.599157	0.095538	?	0.519509	0.267083	0.205244	0.154062	0.108048	0.070852	0.006917	10622701	-1	-1	-1	-1	-1	-1	0	0			
wes_6.sample_122	UTRs_norm	3101804739	49244280	49244280	1	131111018	131111018	93334526	1	0.711874	80226266	0.859556	7967176531	701123768	353323709	6912729054	701123768	0.132349	0.867651	0.664921	14.237669	14.569627	0.052946	0.052946	5.543051	0.068264	14.569627	0.590799	0.28071	0.230827	0.190498	0.151219	0.112485	0.010766	8970101	-1	-1	-1	-1	-1	-1	0	0			
wes_6.sample_226	UTRs_norm	3101804739	49244280	49244280	1	103747524	103747524	80698954	1	0.77784	71129388	0.881416	7110829519	661789347	333163589	6115876583	661789347	0.139921	0.860079	0.665146	13.438908	13.862822	0.063157	0.063157	5.862167	0.088013	?	0.538745	0.282876	0.225471	0.178594	0.134886	0.095393	0.01051	11572029	-1	-1	-1	-1	-1	-1	0	0			
wes_6.sample_232	UTRs_norm	3101804739	49244280	49244280	1	103196824	103196824	76606142	1	0.74233	65697413	0.8576	6505745198	588832366	294929703	5621983129	588832366	0.135843	0.864157	0.666279	11.957376	12.289524	0.056494	0.056494	5.701029	0.080969	?	0.533339	0.267788	0.211476	0.163383	0.117743	0.078294	0.006629	8463400	-1	-1	-1	-1	-1	-1	0	0			
wes_6.sample_411	UTRs_norm	3101804739	49244280	49244280	1	96097744	96097744	64528305	1	0.671486	57794245	0.895642	5764693947	443079333	229848280	5091766334	443079333	0.116733	0.883267	0.658435	8.99758	9.392727	0.045651	0.045651	4.841321	0.114185	?	0.500316	0.242876	0.177415	0.121037	0.072848	0.038226	0.001156	5026243	-1	-1	-1	-1	-1	-1	0	0			
wes_7.sample_256	UTRs_norm	3101804739	49244280	49244280	1	70656632	70656632	60250959	1	0.852729	55217109	0.916452	6874144645	481557773	287130073	6105456799	481557773	0.111823	0.888177	0.626467	9.778959	10.057216	0.054091	0.054091	4.412537	0.080621	10.057216	0.59389	0.250614	0.182434	0.122412	0.072971	0.040001	0.003976	9618002	-1	-1	-1	-1	-1	-1	0	0			
wes_7.sample_257	UTRs_norm	3101804739	49244280	49244280	1	66671786	66671786	57335823	1	0.859971	52841548	0.921615	6574914681	454687509	269919469	5850307703	454687509	0.110208	0.889792	0.627495	9.233306	9.524156	0.054125	0.054125	4.355937	0.087458	9.524156	0.582103	0.24866	0.173758	0.109819	0.061762	0.032385	0.003512	9990248	-1	-1	-1	-1	-1	-1	0	0			
wes_7.sample_258	UTRs_norm	3101804739	49244280	49244280	1	67284872	67284872	57292429	1	0.85149	52728243	0.920335	6555549925	449550722	268577257	5837421946	449550722	0.109545	0.890455	0.626004	9.128994	9.404843	0.053026	0.053026	4.319448	0.084781	9.404843	0.57886	0.24346	0.173498	0.111327	0.062419	0.032392	0.00332	8814162	-1	-1	-1	-1	-1	-1	0	0			
wes_7.sample_260	UTRs_norm	3101804739	49244280	49244280	1	69224096	69224096	58864081	1	0.850341	54200029	0.920766	6743277441	457985067	269728233	6015564141	457985067	0.107917	0.892083	0.629348	9.300269	9.578021	0.052508	0.052508	4.277982	0.083297	9.578021	0.59353	0.249349	0.176223	0.112737	0.063438	0.032867	0.003329	8883906	-1	-1	-1	-1	-1	-1	0	0			
wes_7.sample_279	UTRs_norm	3101804739	49244280	49244280	1	71847532	71847532	61087886	1	0.850243	56516754	0.925171	7055490273	466440077	274457335	6314592861	466440077	0.10501	0.89499	0.629561	9.471965	9.781356	0.051524	0.051524	4.164159	0.08861	9.781356	0.605124	0.255398	0.177087	0.112033	0.063129	0.033237	0.003609	9701064	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_119.lane_1	UTRs_norm	3101804739	49244280	49244280	1	76026632	76026632	64824355	1	0.852653	60624897	0.935218	7561406644	506129223	303376005	6751901416	506129223	0.107057	0.892943	0.625233	10.277929	10.550867	0.052835	0.052835	4.216164	0.072781	10.550867	0.636759	0.253486	0.184294	0.125431	0.077946	0.045581	0.004588	10838034	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_172.lane_2	UTRs_norm	3101804739	49244280	49244280	1	73216882	73216882	62887374	1	0.858919	58611748	0.932011	7318988957	481701628	280386333	6556900996	481701628	0.104125	0.895875	0.632081	9.78188	10.085554	0.052215	0.052215	4.145584	0.084623	10.085554	0.626446	0.260724	0.18188	0.116561	0.066963	0.035967	0.00367	10462055	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_176.lane_2	UTRs_norm	3101804739	49244280	49244280	1	78179622	78179622	66962180	1	0.856517	62165859	0.928373	7762264994	523993479	306136403	6932135112	523993479	0.106944	0.893056	0.631219	10.640697	10.959377	0.053194	0.053194	4.252028	0.080737	10.959377	0.63798	0.26817	0.193964	0.131551	0.081058	0.046482	0.004679	11392463	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_190.lane_2	UTRs_norm	3101804739	49244280	49244280	1	83427118	83427118	72042060	1	0.863533	67194260	0.932709	8395152926	560059680	327320271	7507772975	560059680	0.105701	0.894299	0.631139	11.373091	11.686226	0.053279	0.053279	4.20208	0.074065	11.686226	0.665883	0.273658	0.201709	0.141862	0.091578	0.055271	0.00561	12913320	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_191.lane_2	UTRs_norm	3101804739	49244280	49244280	1	79538262	79538262	68425852	1	0.860288	64311152	0.939866	8039593158	537119067	309964710	7192509381	537119067	0.105364	0.894636	0.63408	10.907238	11.205336	0.053595	0.053595	4.208188	0.072922	11.205336	0.659454	0.279618	0.199407	0.133071	0.080945	0.046204	0.004726	12121784	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_192.lane_2	UTRs_norm	3101804739	49244280	49244280	1	77368356	77368356	66640235	1	0.861337	62529233	0.938311	7815187931	510033654	296483102	7008671175	510033654	0.103199	0.896801	0.632391	10.357216	10.652185	0.05232	0.05232	4.110722	0.076195	10.652185	0.64783	0.269609	0.189694	0.124049	0.073383	0.041096	0.004274	11719251	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_303.lane_1	UTRs_norm	3101804739	49244280	49244280	1	78040886	78040886	66640462	1	0.853917	62218229	0.93364	7772226623	519053640	304533948	6948639035	519053640	0.105965	0.894035	0.630235	10.540384	10.870662	0.052786	0.052786	4.206544	0.082974	10.870662	0.64003	0.265121	0.191313	0.129701	0.079962	0.046038	0.004576	11120361	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_318.lane_1	UTRs_norm	3101804739	49244280	49244280	1	74099444	74099444	63102304	1	0.851589	58597730	0.928615	7307611229	487653459	289704694	6530253076	487653459	0.106377	0.893623	0.627321	9.902743	10.21535	0.052231	0.052231	4.20334	0.084889	10.21535	0.619086	0.253264	0.181394	0.120869	0.072519	0.040669	0.003943	10305257	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_345.lane_1	UTRs_norm	3101804739	49244280	49244280	1	72966462	72966462	61972654	1	0.849331	57422454	0.926577	7163837748	482589724	285465293	6395782731	482589724	0.107213	0.892787	0.628327	9.799914	10.12323	0.052491	0.052491	4.243175	0.089289	10.12323	0.608137	0.25637	0.180993	0.118593	0.070305	0.038771	0.003831	9981574	-1	-1	-1	-1	-1	-1	0	0			
wes_8.sample_443.lane_1	UTRs_norm	3101804739	49244280	49244280	1	77970088	77970088	66367881	1	0.851197	61728117	0.93009	7707398440	524265249	314062605	6869070586	524265249	0.108769	0.891231	0.62537	10.646216	10.946165	0.053365	0.053365	4.284518	0.078375	10.946165	0.6275	0.255403	0.190047	0.134229	0.086796	0.05176	0.004898	11101028	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_014	UTRs_norm	3101804739	49244280	49244280	1	45905256	45905256	44474960	1	0.968842	40837976	0.918224	4095112902	428430895	214449266	3452232741	428430895	0.156987	0.843013	0.666424	8.700115	9.190412	0.092405	0.092405	6.58982	0.137199	?	0.368295	0.210044	0.168603	0.126771	0.082982	0.049671	0.002804	52113521	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_149	UTRs_norm	3101804739	49244280	49244280	1	48786520	48786520	47165789	1	0.966779	43079682	0.913367	4320002255	456764011	226190508	3637047736	456764011	0.158091	0.841909	0.668806	9.275473	9.738561	0.092698	0.092698	6.659883	0.125166	?	0.379895	0.211922	0.172917	0.133424	0.09168	0.05812	0.00519	52849575	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_268	UTRs_norm	3101804739	49244280	49244280	1	50777324	50777324	48904166	1	0.96311	44701936	0.914072	4494191790	572809733	282201899	3639180158	572809733	0.190248	0.809752	0.669944	11.632005	12.488587	0.111691	0.111691	8.028186	0.161979	?	0.332137	0.21822	0.182066	0.153551	0.125605	0.096939	0.019263	59970323	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_269	UTRs_norm	3101804739	49244280	49244280	1	45555868	45555868	43930142	1	0.964314	40234408	0.915872	4029559649	418514638	206172565	3404872446	418514638	0.155026	0.844974	0.669959	8.498746	8.941828	0.090959	0.090959	6.542018	0.129674	?	0.369875	0.208175	0.165362	0.119506	0.077137	0.047514	0.003482	42756343	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_270	UTRs_norm	3101804739	49244280	49244280	1	53681350	53681350	51911013	1	0.967021	47274454	0.910683	4735768534	501940480	247949851	3985878203	501940480	0.158346	0.841654	0.669352	10.192869	10.674041	0.092578	0.092578	6.676063	0.120856	?	0.389283	0.21429	0.178746	0.144546	0.106687	0.072435	0.008976	55631388	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_434	UTRs_norm	3101804739	49244280	49244280	1	43259380	43259380	41739715	1	0.964871	38211995	0.915483	3829936574	411489303	204354924	3214092347	411489303	0.160798	0.839202	0.668171	8.356083	8.838556	0.09418	0.09418	6.767459	0.138799	?	0.354118	0.208335	0.165219	0.118796	0.075638	0.045887	0.002891	42176421	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_460	UTRs_norm	3101804739	49244280	49244280	1	47745542	47745542	46433708	1	0.972524	42677998	0.919117	4278297871	410834953	202760482	3664702436	410834953	0.14342	0.85658	0.669553	8.342795	8.757109	0.085195	0.085195	6.048602	0.124785	?	0.39083	0.202647	0.162347	0.120241	0.076932	0.045023	0.002029	57421735	-1	-1	-1	-1	-1	-1	0	0			
wes_9.sample_524	UTRs_norm	3101804739	49244280	49244280	1	64051702	64051702	62058698	1	0.968884	56955499	0.917768	5711492173	560940684	281477158	4869074331	560940684	0.147495	0.852505	0.66587	11.390982	11.891488	0.086709	0.086709	6.186229	0.113522	?	0.430572	0.219105	0.184555	0.155906	0.124518	0.091009	0.013405	62091775	-1	-1	-1	-1	-1	-1	0	0			
